Contents,Class
@MaxBlumenthal @RaniaKhalek @norabf Here is a Hamas: Palestinians are Saudis and Egyptians conducting religious war. https://t.co/8cmfoOZwxz,racism
@mutludc And the problem is that Iran is an extremist theocratic autocracy.,racism
@PeninsulaQatar Not a real expansion. Just already existing local terrorists declaring loyalty to the worst of the worst.,racism
@JakeM_1998 True. And the outcome has to be bad when either group of Islamolunatics wins.,racism
@Michaelplates Maybe you should teach that respect to the Muslim hate mobs who murder Christians and Hindus for pretended blaspemy.,racism
@Michaelplates Maybe you should teach that respect to Muslim assholes like these. http://t.co/j21YpGt0Rl,racism
@Michaelplates By choosing to be Muslims they have chosen to be haters of non Muslims. http://t.co/mTa5TUXtw6,racism
RT @ThePatriot143: Bet?3 'Race Pimps' enjoyed watching #Ferguson protesters being interviewed on @seanhannity show as much as I did. http:/?,racism
@roisin_morgan And Bibi is telling Europen Jews to move to Israel so that they won't have to face the same Muslim persecution as in Europe.,racism
"@roisin_morgan There is no land grabbing. 40% of the Arabian peninsula should belong to the Jews, like it did before Mohammed.",racism
@roisin_morgan Your terminology is as meaningless as the assumptions you make from them. Palestinians have no country and never have had one,racism
"@roisin_morgan Then you are a total idiot, because Muslims are killing people around the globe. They are at war with every religion on earth",racism
@roisin_morgan And the Israelis are fighting no one except the Muslim terrorist.,racism
@PhilipMills8 @PsychBarakat @jncatron Palestinians don't deserve any more dignity and peace than they are willing to give. And that is zero.,racism
"@PhilipMills8 @PsychBarakat @jncatron Outside the Israel conflict, Hamas still beheads gays, does honor killings, throws opponents off roofs",racism
"@PsychBarakat @PhilipMills8 @jncatron No, it's anti semitism.  This Palestinian leader clearly tells you that it is a religious war by....",racism
@PsychBarakat @PhilipMills8 @jncatron Arabs and Muslims against the Jews. https://t.co/8cmfoOZwxz,racism
"@PsychBarakat @PhilipMills8 @jncatron themselves clearly tell you that their intentions are a bigoted, racist holy war of extermination.",racism
@roisin_morgan It can't be separate while those wishing to destroy Israel use it as a basis of their genocidal fanaticism.,racism
"@roisin_morgan No more so than the Muslims, who consider their birthright to be global domination.",racism
@roisin_morgan I'm standing outside and looking in and there isn't a shadow of doubt that the  Muslims of Palestine are the terrorists.,racism
@roisin_morgan Muslim terrorists is the reason why the Christian percentage of Palestinians has fallen to almost zero.,racism
"@rayyoosheh @waffle_gurl What race is Islam, nut case?",racism
RT @NuritBaytch: Hamas sympathizer @MaxBlumenthal pretends Israel rejected truce to end blockade when Hamas admitted Hamas rejected it http?,racism
"@peymaneh123 @AnasMechch I don't see any burning civilians, and the picture is not even of a burning house.",racism
@brassidio @rayyoosheh @waffle_gurl Islam is a believe system based mainly on illusion. Overlooking gross barbarity is necessary.,racism
"@MoAnsar @MaxBlumenthal Probably bcus only fools &amp; idiots take seriously the ""blame someone else for terrorism"" industry. Islam is to blame.",racism
"@AnasMechch @peymaneh123 I saw the report, and I have seen other reports of Shia crimes. But I have not yet seen evidence of it for Tikrit.",racism
@AnasMechch @peymaneh123 The problem with the Middle East is that there seem to be no good guys to support. They are all Islamolunatics.,racism
"@AnasMechch Well, Baghdadi is also into slavery, killing gays, executing masses of Ezidis, etc.  They are both bad,but Baghdadi is the worst",racism
"@RaniaKhalek @MaxBlumenthal @MotherJones Why not, your doing PR for a bunch of Palestinian racist Nazi head choppers. http://t.co/mrVXZ8O5oK",racism
We are in an era where everyone has come to understand what the real #Islam is all about. http://t.co/evEtQqChxZ,racism
"RT @RavenHUWolf: 2011 Article: Islamists on Welfare: Paid to Plot the West's Demise 
http://t.co/1ZGKuOzJqN http://t.co/G7HYxICNKt",racism
@1fatoshn Tell it to the 120 million Africans that Islam murdered. https://t.co/xWJzpSodGj,racism
@MaxBlumenthal @mehdirhasan Mohammed was a head chopper who beheaded 600 Jewish men in one day. Both ISIS and Hamas love beheading people.,racism
@MaxBlumenthal @mehdirhasan @tnr Mohammed approved in the Quran of sex slavery. ISIS is a firm believer in sex slavery.,racism
@MaxBlumenthal @mehdirhasan #Islam wants women to stay in their houses and cover themselves. ISIS makes sure that they do.,racism
@MaxBlumenthal @mehdirhasan @tnr Islam is a strong supporter of murdering non Muslims. ISIS is a strong supporter of murdering non Muslims.,racism
@MaxBlumenthal @mehdirhasan @tnr Mohammed declared a Jihad against all non believers. ISIS is executing a Jihad against non believers.,racism
@MaxBlumenthal @mehdirhasan @tnr Mohammed loved robbing caravans and looting for a living. ISIS robs and lots for a living.,racism
@MaxBlumenthal @mehdirhasan @tnr Mohammed was a pedophile who married a child. ISIS marries many children. http://t.co/hB4uw1F5Zd,racism
@MaxBlumenthal @mehdirhasan @tnr Mohammed was a genocidal bigot who attacked Jews and Christians. ISIS and Hamas do exactly the same.,racism
@MaxBlumenthal @mehdirhasan @tnr Mohammed was a sexist who abused women. ISIS are all sexists and abuse women.,racism
@MaxBlumenthal @mehdirhasan @tnr Imagine a Muslim journalist making a case for why ISIS is not Islamic.  No self interest there. LOL.,racism
@dankmtl @PeaceNotHate_ The religion of Islam is built on apartheid and ethnic cleansing.,racism
"@dankmtl @PeaceNotHate_ What race are Muslims, poop for brains?",racism
@dankmtl @PeaceNotHate_ Mohammed stated clearly in the Hadith that he wanted Muslims to breed like rats so he could take over the world.,racism
@dankmtl @PeaceNotHate_ The Muslim Palestinians have practically exterminated or driven off all the Christian Palestinians bozo.,racism
@dankmtl @PeaceNotHate_ What Christian who is not insane would want to live under Sharia law?,racism
@dankmtl @PeaceNotHate_ Any idiot would know that the expelling of Palestinians would not change the ratio of Christians to Muslims.,racism
"@dankmtl @PeaceNotHate_ One thing about Muslims, they want to exterminate everyone who is not a Muslim. They are doing it around the world.",racism
"@dankmtl @PeaceNotHate_ Of course Muslims are exterminating Christians in Egypt,Pakistan,Turkey, etc. Why would it be different in Palistine",racism
"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ No asshole, the Israelis are defending themselves against this. https://t.co/8cmfoOZwxz",racism
@dankmtl If Israel had given Palestinians the right to return they would now be suffering the same fate of all minorities under Islam.,racism
"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ Actually, I don't think it is possible to distinguish between Islam and Nazism.",racism
"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ Your friends are the Palestinians who cut off gays heads, do honor killings, force Sharia.",racism
"@dankmtl Again, idiot, none of that changes the ratio of Muslims to Christians in Palestine. Only Muslim bigotry and abuse changes it.",racism
@dankmtl The prophet Mohammed fired the starting gun for the extermination of Jews and Christians from peninsula. http://t.co/V1IIOoItIg,racism
@dankmtl They didn't steal anything. When Israel was attacked by Muslim armies they left instead of staying and fighting.,racism
@dankmtl When they left the Israelis to be slaughtered they lost the land as they deserved.,racism
"@dankmtl And as this moron Palestinian clearly explains, most of them are now Egyptians and Saudis and Jordanians. https://t.co/8cmfoOZwxz",racism
@dankmtl Load of BS. Their numbers fell steadily since then. And you're still too stupid to see that doesn't change ratios.,racism
@dankmtl The prophet Mohammed started the hate fest against Jews by driving all three Jewish tribes out of Medina.,racism
@dankmtl With the third Jewish tribe he beheaded all the men after they surrendered and sold all the women and children into slavery.,racism
@dankmtl After chasing them all out of Medina he went to the Jewish oasis of Khybar and slaughtered most of the Jews there.,racism
"@dankmtl Today the Hamas terrorists still call ""Khybar Khybar"" to the Jews when fighting them.",racism
@dankmtl Hard to get stupider than you. Still no change in ratios justified by anything Israel did.,racism
@dankmtl And off course the fact that the same is happening to minority populations all over the ME goes over your vacuous head.,racism
"@dankmtl Here, butthead, this gives a good summary of the Muslim persecution of Christians in Palestine. http://t.co/gvLellbFdP",racism
"@dankmtl Hell, t Muslims are everywhere chanting death to everybody. Jews only have trouble with Muslims. Muslims have trouble with everyone",racism
@dankmtl What does that have to do with Muslim extermination of Jews?,racism
"@dankmtl No, microbrain, I'm okay with Israel doing what they have to do to stop the same extermination the Muslims have done for 1400 yrs.",racism
"@dankmtl Yeap, as a little Propaganda Nazi for terrorists you will reject everything that disproves your lies, even thought the numbers ...",racism
"@dankmtl No, the problem of the Palestinians and all Muslims is that they cannot stand for a Jewish state to exist on the peninsula.",racism
"@dankmtl Hell, Palestinian Muslim assholes like this clearly state their intentions of religious jihad against Jews and you tell them that .",racism
@dankmtl what they tell you is their intention is not their intention.https://t.co/8cmfoOZwxz,racism
"@dankmtl The holocaust was by Nazis. And the people who fought, killed and stopped them where Christian westerners.",racism
@dankmtl But no Muslims stop any other Muslims from carrying out their genocide. They only aid and applaud them.,racism
@dankmtl 1400 years ago my ass. That was the beginning and it has never stopped. It is an ingrained part of Islam.,racism
"@dankmtl And the number of Christians in Israel is increasing, while in all Muslim countries it is shrinking.",racism
@dankmtl Are you now going to play the ignorant argumentative asshole and pretend there is no Arabian peninsula?,racism
@dankmtl Good night asshole. Hope you get run over by a bus.,racism
"@DrHaque @MaxBlumenthal @NYCJulieNYC @mehdirhasan @tnr Yes, ISIS defames Islam by following it to the letter. http://t.co/DoNlOQYGYJ",racism
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ terrorists that have taken the church over. She was born an American and so was never subject to ...,racism
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ the abuse that Christians who are stuck living with violent Muslims endure.,racism
"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ Her very actions are proof that she is a liar and a propagandist, because if she did to Hamas what ..",racism
"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ ...She does to the IDF, Hamas would have put a bullet in her head long ago.",racism
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ It's great that you provided Arraf's name. Now I understand how these anti Semitic orgs. function.,racism
"@AAlwuhaib1977 All the lies they tell and the mantras they repeat about apartheid, etc. are all scripted propaganda and not spontaneous.",racism
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ And of course Christians all over the world are oppressed daily by Muslim bigotry.,racism
"@AAlwuhaib1977 It's not Israelis that are constantly murdering Christians &amp; Hindus for blasphemy in Pakistan, it's Genocidal Muslim mobs.",racism
"@AAlwuhaib1977 Yes, Muslim bigots are murdering Christians all over Africa and have been for decades.",racism
@AAlwuhaib1977 And Muslims are murdering raping and forcefully converting Christians in Egypt and have been for centuries.,racism
@AAlwuhaib1977 And the Muslim bigots have been attacking Hindus and Buddhists and atheists and anamists all over the world daily.,racism
